msg_id,guild,channel,author,is_bot,msg_type,created_at_vn,reply_to,mentions_bot,n_attachments,n_chars,content,_intent_tags,_is_question
M29806,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:26,,False,0,111,"bạn cần gõ lệnh sau 

cd ~/Projects/cvat-day2
sleep 45
docker exec -t cvat_server python manage.py health_check",uncertain,False
M62112,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:26,,False,0,90,"Nếu vẫn lỗi, chờ thêm 30 giây rồi chạy lại. Chỉ tạo tài khoản khi tất cả dòng đều working.",academic,False
M17439,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:27,,False,0,82,hình bản của bạn là ver cũ tag chuẩn CVAT v2.74.1 dùng openpolicyagent/opa:1.12.2.,uncertain,False
M17696,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:27,,False,0,23,gửi output cho mình nhé,uncertain,False
M35840,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:27,,False,0,73,openpolicyagent/opa:1.12.2. -> đây mới là bản chuẩn dùng cho chương trình,uncertain,False
M57970,K4-L2-3,channel_08,D6587,False,message,2026-09-13 10:27,,False,0,66,"bạn chạy như sau 
grep -n 'openpolicyagent/opa' docker-compose.yml",uncertain,False
M03651,K4-L2-3,channel_08,D7105,False,message,2026-09-13 10:33,,False,1,30,Dạ như này là đc rồi đúng kh ạ,uncertain,False
M47384,K4-L2-3,channel_08,D7105,False,message,2026-09-13 10:33,,False,0,14,Dạ em cảm ơn ạ,greeting,False
M30224,K4-L2-3,channel_08,D6587,False,reply,2026-09-13 10:35,M03651,False,0,178,"ok rồi em nhé, giờ em chạy lệnh dưới đây, Sau đó mở http://localhost:8080 trên Chrome để đăng nhập nhé
 docker exec -it cvat_server bash -ic 'python3 ~/manage.py createsuperuser'",greeting,False
M22784,K4-L2-3,channel_08,D7105,False,message,2026-09-13 10:36,,False,0,22,"Dạ vâng ạ, em cảm ơn a",greeting,False
M58152,K4-L2-3,channel_06,D8938,False,reply,2026-09-13 10:55,M39520,False,0,28,bạn báo lại với anh [HV] nhé,uncertain,False
M27103,K4-L2-3,channel_02,D3694,False,message,2026-09-13 11:00,,False,0,8,Được nhé,uncertain,False
M65925,K4-L2-3,channel_02,D1224,False,message,2026-09-13 11:00,,False,0,49,a [@D3694] ơi e có việc  bận em out trước được ko,uncertain,False
M17184,K4-L2-3,channel_02,D1224,False,reply,2026-09-13 11:01,M27103,False,0,43,"Phoenix e vào đc rồi á , chờ ghép team thôi",logistics,False
M99185,K4-L2-3,channel_06,D7306,False,reply,2026-09-13 11:02,M58152,False,0,44,dạ anh cho em xin liên hệ của anh [HV] với ạ,uncertain,False
M02180,K4-L2-3,channel_06,D8938,False,message,2026-09-13 11:09,,False,0,42,[@user] anh ơi support hộ em bạn này với ạ,uncertain,False
M18908,K4-L2-3,channel_06,D8938,False,reply,2026-09-13 11:10,M99185,False,0,54,mình tag anh [HV] vào đây rồi nhé có gì bạn hỏi anh ấy,uncertain,False
M16114,K4-L2-3,channel_05,D8938,False,message,2026-09-13 11:21,,False,0,303,"@everyone  mn ơi, ngày mai bài lab sẽ cần sử dụng đến CVAT nhé.

Bạn nào hiện tại chưa cài được CVAT hoặc đang gặp vấn đề trong quá trình cài đặt/sử dụng thì có thể nhắn tin cho bọn mình để được hỗ trợ nhé. Mọi người tranh thủ kiểm tra và cài đặt trước để ngày mai có thể làm bài lab thuận lợi nhất nha!",academic,False
M21623,K4-L2-3,channel_02,D2313,False,message,2026-09-13 11:22,,False,0,22,mình điểm danh ws ko ạ,logistics,False
M33885,K4-L2-3,channel_02,D3923,False,message,2026-09-13 11:23,,False,0,41,vào mà cứ bị out ra thì phải làm sao ạ :v,uncertain,False
M19404,K4-L2-3,channel_02,D0485,False,message,2026-09-13 11:25,,False,0,58,mình thấy thầy bảo điểm danh auto nếu đặt đúng cú pháp tên,logistics,False
M74716,K4-L2-3,channel_02,D6569,False,message,2026-09-13 11:25,,False,0,99,cho e hỏi mai học lab CVAT thì dữ liệu để gán nhãn được bên chương trình cấp hay bọn e tự tìm thế ạ,academic,False
M91265,K4-L2-3,channel_02,D2012,False,reply,2026-09-13 11:26,M74716,False,0,49,"Ảnh để gán nhãn, ngày mai các bạn sẽ được cấp nhé",uncertain,False
M97517,K4-L2-3,channel_05,D8938,False,message,2026-09-13 11:27,,False,0,78,mn có thể qua đây để xem chia sẻ kinh nghiệp setup CVAT nhé [link:discord.com],logistics,False
M40002,K4-L2-3,channel_02,D0842,False,message,2026-09-13 11:28,,False,0,69,Cho em hỏi CVAT build phase là bên BTC host server riêng đúng không ạ,uncertain,False
M18676,K4-L2-3,channel_02,D2407,False,message,2026-09-13 11:29,,False,0,21,có điểm danh hả mn :v,logistics,False
M60614,K4-L2-3,channel_02,D2012,False,reply,2026-09-13 11:29,M40002,False,0,64,Chi tiết hướng dẫn cài CVAT đã được gửi trong [#channel] nha bạn,greeting,False
M10804,K4-L2-3,channel_02,D9148,False,message,2026-09-13 11:43,,False,0,10,không lmao,uncertain,False
M06137,K4-L2-3,channel_02,D9148,False,message,2026-09-13 11:44,,False,0,47,quan trọng là cái timeline để build và học thôi,uncertain,False
M50070,K4-L2-3,channel_02,D3154,False,message,2026-09-13 11:46,,False,0,29,thấy nó nhắc thông báo hú hồn,uncertain,False
M60122,K4-L2-3,channel_02,D3154,False,message,2026-09-13 11:46,,False,0,65,"cho mình hỏi cái daily-standup này làm ở đâu vậy nhỉ, làm thế nào",logistics,False
M73161,K4-L2-3,channel_06,D7306,False,reply,2026-09-13 11:54,M18908,False,0,104,"dạ em xin lỗi anh, ngày mai em chưa về quê được do có 1 vài lý do, nên em vẫn xin phép học bình thường ạ",academic,False
M94349,K4-L2-3,channel_02,D3292,False,message,2026-09-13 11:54,,False,0,79,[@D3694] anh ơi cho em hỏi các buổi workshop có thể xem lại record ở đâu vậy ạ?,logistics,True
M33002,K4-L2-3,channel_02,D6134,False,message,2026-09-13 12:01,,False,0,48,Hạn tìm đồng đội đến bao giờ thế mọi người ơi!!!,logistics,False
M80017,K4-L2-3,channel_02,D2012,False,reply,2026-09-13 12:20,M33002,False,0,28,Bạn xem trong [#channel] nha,uncertain,False
M67980,K4-L2-3,channel_02,D7870,False,message,2026-09-13 12:41,,False,0,147,"Hôm điền form thông tin thì e ko có xe nên đã chọn đi bus, nhưng nay e mới mượn được xe của bạn đi tạm thì phần thẻ ra vào phải xử lý như thế nào ạ",logistics,False
M10991,K4-L2-3,channel_02,D2407,False,message,2026-09-13 12:45,,False,0,32,cho e xin slide của  thầy [HV] ạ,uncertain,False
M32239,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 12:53,M94349,False,0,68,"Kênh tài nguyên nhé, tụi mình đang chờ hệ thống xử lý rồi sẽ gửi lên",uncertain,False
M24139,K4-L2-3,channel_02,D1409,False,message,2026-09-13 14:35,,False,0,42,Cho em xin Sổ Tay Học Viên lv 2 lúc sáng ạ,uncertain,False
M82237,K4-L2-3,channel_04,D9617,False,message,2026-09-13 14:47,,False,0,133,"Recording WS01: Kick off
[link:zoom.us] 
Passcode: [PASSCODE]

Lưu ý: Tài liệu lưu hành nội bộ chương trình AI20K Build Phase
[@role]",logistics;academic;mixed,False
M44947,K4-L2-3,channel_08,D5459,False,message,2026-09-13 14:48,,False,1,53,cho em hỏi là em bị lỗi ở bước này thì phải làm sao ạ,academic,True
M76498,K4-L2-3,channel_04,D9617,False,message,2026-09-13 15:30,,False,0,171,"Sổ tay học viên 
https://drive.google.com/file/d/1MQOrnDojpzo1wAqXNgFkbTGMUPnd3RCm/view?usp=sharing

Lưu ý: Tài liệu lưu hành nội bộ chương trình AI20K Build Phase
[@role]",uncertain,True
M82650,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 15:57,M24139,False,0,31,[link:discord.com] đây nhé [HV],logistics,False
M45903,K4-L2-3,channel_02,D7619,False,message,2026-09-13 16:07,,False,0,43,cho em hỏi là bao giờ có thẻ học viên vậy ạ,logistics,True
M46209,K4-L2-3,channel_02,D1224,False,reply,2026-09-13 16:08,M45903,False,0,29,có ngày khai giảng rồi mà bro,uncertain,False
M88368,K4-L2-3,channel_02,D1377,False,message,2026-09-13 16:57,,False,0,133,Cho em hỏi là thành viên team 4-5 người. Nếu team đang sẵn 4 người rồi thì BTC sẽ giữ nguyên hay sẽ random thêm 1 bạn nữa cho đủ 5 ạ?,logistics,True
M97423,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 17:00,M88368,False,0,85,Tùy tình hình số người còn dư nhé nếu lẻ thì vẫn phải ghép vào các team còn thiếu nha,logistics,False
M43428,K4-L2-3,channel_02,D1224,False,reply,2026-09-13 17:14,M88368,False,0,42,"mình mới nhắn tin, bạn reply giúp mình nhé",uncertain,False
M94723,K4-L2-3,channel_08,D1224,False,reply,2026-09-13 17:34,M44947,False,0,103,"bạn chạy lệnh này rồi gửi output giúp mình để mình hỗ trợ thêm cái này mình cũng bị ""docker compose ps""",uncertain,False
M28055,K4-L2-3,channel_08,D5459,False,reply,2026-09-13 17:35,M94723,False,0,48,"mình fix được lỗi rồi b ạ, mình cảm ơn nhiều nhe",academic,False
M34167,K4-L2-3,channel_08,D1224,False,reply,2026-09-13 17:36,M28055,False,0,51,"ok cậu , chúc cậu học tốt trên hành trình sắp tới 😍",greeting,False
M18985,K4-L2-3,channel_02,D8980,False,message,2026-09-13 18:44,,False,0,43,cho em hỏi làm sao để có role learner vậy ạ,uncertain,True
M23919,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 18:50,M18985,False,0,62,Bạn hoàn thành onboarding như thông báo nhé [link:discord.com],logistics,False
M72798,K4-L2-3,channel_02,D1224,False,message,2026-09-13 19:23,,False,0,1,M,uncertain,False
M23736,K4-L2-3,channel_02,D1409,False,message,2026-09-13 19:53,,False,0,40,rất mong chờ random thành viên sắp tới 😇,uncertain,False
M47339,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 20:13,M23736,False,0,45,này kiểu xé túi mù nhỉ cũng rất đáng mong chờ,uncertain,False
M57545,K4-L2-3,channel_02,D2533,False,message,2026-09-13 20:29,,False,2,61,Dạ phoenix vẫn đang báo mail của em bị sai tài khoản github ạ,uncertain,False
M53930,K4-L2-3,channel_02,D2533,False,message,2026-09-13 20:30,,False,0,39,Hiện tại em vẫn chưa vào được phoenix ạ,uncertain,False
M97706,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 20:35,M57545,False,0,68,[HV] đăng nhập bằng link mời từ thông báo BTC nhé [link:discord.com],logistics,False
M27549,K4-L2-3,channel_02,D1224,False,message,2026-09-13 20:36,,False,0,22,hồi hộp chờ bóc túi mù,uncertain,False
M75130,K4-L2-3,channel_02,D8980,False,reply,2026-09-13 20:36,M23919,False,0,66,em làm theo 5 bước trong thông báo rùi mà vẫn ko có role learner ạ,uncertain,False
M14573,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 20:37,M75130,False,0,93,[HV] kiểm tra hồ sơ cá nhân  trên Phoenix có đúng với Discord hiện tại trong server không nhé,uncertain,False
M49710,K4-L2-3,channel_02,D6176,False,message,2026-09-13 20:42,,False,0,96,cho em hỏi e có gửi mail hỗ trợ bên AI thực chiến mà chưa thấy phản hồi thì e nhờ ai giúp được ạ,uncertain,False
M05287,K4-L2-3,channel_02,D8980,False,reply,2026-09-13 20:43,M14573,False,0,96,"vẫn ko được ạ, cho em hỏi nếu em out group discord này, thì em bấm vào link có vào lại được ko ạ",logistics,False
M23868,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 20:44,M05287,False,0,233,"Hiện tại bạn đang liên kết với discord [ID] ([HV]), nếu tài khoản này không truy cập được thì [HV] vào Hồ sơ cá nhân > Tôi cần đổi tài khoản Discord để AD duyệt cấp role Learner trong server Discord cho tài khoản Discord hiện tại nhé",uncertain,False
M77746,K4-L2-3,channel_02,D8980,False,reply,2026-09-13 20:45,M23868,False,0,5,rồi ạ,uncertain,False
M14882,K4-L2-3,channel_02,D5793,False,message,2026-09-13 20:46,,False,0,120,[dorospin](https://cdn.discordapp.com/emojis/1511623856811413614.webp?size=48&animated=true&name=dorospin&lossless=true),uncertain,True
M13573,K4-L2-3,channel_02,D9617,False,message,2026-09-13 21:03,,False,0,37,https://klipy.com/gifs/mr-bean-mrbean,uncertain,False
M34676,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 21:03,M27549,False,0,40,Hình ảnh [HV] đang chờ đợi đúng không :v,uncertain,False
M93168,K4-L2-3,channel_02,D5793,False,message,2026-09-13 21:08,,False,0,91,https://cdn.discordapp.com/attachments/1208289988693991444/1540698547446489148/IMG_8880.gif,uncertain,False
M80884,K4-L2-3,channel_02,D8914,False,message,2026-09-13 21:13,,False,0,29,[@D9617] rep tin nhắn e với ạ,uncertain,False
M38839,K4-L2-3,channel_02,D9616,False,message,2026-09-13 21:14,,False,0,92,https://cdn.discordapp.com/attachments/1202082826690756648/1538583513224192070/HildeMood.gif,uncertain,False
M40040,K4-L2-3,channel_02,D9616,False,message,2026-09-13 21:14,,False,0,32,không biết bao giờ mới gacha nhỉ,logistics,True
M94339,K4-L2-3,channel_06,D2922,False,reply,2026-09-13 21:38,M00604,False,0,22,anh ghim lên kênh đi ạ,uncertain,False
M30201,K4-L2-3,channel_02,D5566,False,message,2026-09-13 21:40,,False,0,72,Các anh chị ơi cho em hỏi điểm chuyên cần ở vin uni tính như thế nào ah?,uncertain,True
M84013,K4-L2-3,channel_02,D7870,False,reply,2026-09-13 21:42,M67980,False,0,56,[@D9617] ad ơi trường hợp của em thì nên xử lý thế nào ạ,uncertain,False
M19574,K4-L2-3,channel_02,D4964,False,reply,2026-09-13 21:43,M67980,False,0,35,[HV] chú bảo vệ viết vé vào th b oi,uncertain,False
M29136,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 21:43,M30201,False,0,84,"Sao chưa nhận role Learner nữa đó [HV], hoàn thành onboarding nhé [link:discord.com]",logistics,False
M12345,K4-L2-3,channel_02,D4964,False,message,2026-09-13 21:44,,False,0,47,Còn bạn muốn đăng ký xe luôn thì liên hệ a [HV],uncertain,False
M23126,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 21:44,M12345,False,0,35,Cảm ơn [HV] đã trả lời giúp bạn nhé,greeting,False
M21820,K4-L2-3,channel_02,D9148,False,message,2026-09-13 21:45,,False,0,66,btw admin cho em hỏi guidelines cho các nhóm là mai gửi ạ [@D9617],logistics,False
M15951,K4-L2-3,channel_02,D7870,False,reply,2026-09-13 21:46,M19574,False,0,12,Cảm ơn b nhé,greeting,False
M38833,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 21:56,M21820,False,0,98,"đúng rồi nhé trước tiền done việc sắp team và thành lập team trước đã nha, mình sẽ đi từng bước nè",logistics,False
M52725,K4-L2-3,channel_02,D5566,False,reply,2026-09-13 22:04,M29136,False,0,11,vâng ah anh,uncertain,False
M40118,K4-L2-3,channel_02,D5566,False,reply,2026-09-13 22:13,M12345,False,0,69,cho mình hỏi là mình phải tag tài khoản [HV] về chuyện đăng ký xe ah?,uncertain,True
M21929,K4-L2-3,channel_02,D3694,False,reply,2026-09-13 22:46,M21820,False,0,100,"nãy mình đọc không kỹ, hình thức mai mình sẽ thông báo đến các bạn khi đã done hết việc sắp team nha",logistics,False
M56638,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 22:47,M67405,False,0,48,Các bạn đã về chung 1 đội nhé [link:discord.com],logistics,False
M67405,K4-L2-3,channel_02,D2577,False,message,2026-09-13 22:47,,False,0,74,[@D3694]  em muốn lập đội riêng cùng với 1 bạn  [HV] thì tạo đội như nào ạ,uncertain,False
M71396,K4-L2-3,channel_02,D9148,False,reply,2026-09-13 22:47,M21929,False,0,20,vâng thế cũng được ạ,uncertain,False
M07901,K4-L2-3,channel_08,D5159,False,message,2026-09-13 22:49,,False,0,67,"Hi, mình vẫn chưa cài được CVAT. Có bạn nào hỗ trợ được mình không?",uncertain,True
M21864,K4-L2-3,channel_08,D2012,False,reply,2026-09-13 22:54,M07901,False,0,26,Bạn đang mắc ở chỗ nào nhỉ,uncertain,False
M53942,K4-L2-3,channel_08,D5159,False,message,2026-09-13 22:56,,False,0,18,Mình đang ở bước 2,uncertain,False
M30675,K4-L2-3,channel_08,D2012,False,message,2026-09-13 22:59,,False,0,82,git clone --depth 1 --branch v2.74.1 https://github.com/cvat-ai/cvat.git cvat-day2,uncertain,False
M66302,K4-L2-3,channel_08,D2012,False,message,2026-09-13 22:59,,False,0,66,"Bạn thử chạy giúp mình lệnh này nhé, vẫn trong cửa sổ bạn vừa chụp",uncertain,False
M47681,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:01,,False,0,10,Đây bạn ạ:,uncertain,False
M41033,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:04,,False,0,68,"Bạn chạy tiếp lệnh này:
cd cvat-day2

Sau đó là:
docker compose pull",uncertain,False
M71241,K4-L2-3,channel_02,D9148,False,message,2026-09-13 23:05,,False,0,127,[@D3694] anh ơi cái repo này là template đúng không ạ https://github.com/AI20K-Build-Phase-Cohort-4A/P-004/blob/main/README.md?,uncertain,True
M82505,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:05,,False,0,23,Mình chạy cả 2 lệnh rồi,uncertain,False
M10708,K4-L2-3,channel_02,D0842,False,message,2026-09-13 23:07,,False,0,118,"bro đọc lại hướng dẫn sử dụng đi, tạo team là có lời mời từ bot vào org đấy chứ không phải tạo riêng từ github cá nhân",logistics,False
M18165,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:07,,False,0,27,Bạn mở Docker trên máy tính,uncertain,False
M80794,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:07,,False,1,50,Bấm vào hình bánh răng (Setting) ở thanh phía trên,uncertain,False
M42604,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:08,,False,1,31,Chọn Resources ở thanh bên trái,uncertain,False
M48153,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:08,,False,0,40,Sau đó bấm nút Apply ở góc dưới bên trái,uncertain,False
M50526,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:08,,False,1,36,"Rồi chọn WSL, gạt bật Ubuntu lên nhé",uncertain,False
M23695,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:09,,False,0,54,"Bạn quay lại cửa sổ chạy lệnh rồi chạy:
docker version",uncertain,False
M41144,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:09,,False,0,16,Mình đã làm xong,uncertain,False
M07679,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:10,,False,0,38,"Thì mình chạy lại 
docker compose pull",uncertain,False
M91845,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:10,,False,0,38,Nếu hiện đủ Client và Server là ok rồi,greeting,False
M10716,K4-L2-3,channel_02,D9148,False,message,2026-09-13 23:11,,False,0,4,à ok,greeting,False
M18746,K4-L2-3,channel_02,D9148,False,message,2026-09-13 23:11,,False,0,86,"[@D9617] check giúp em repo này đã đủ 5 thành viên chưa với ạ, có 1 bạn báo vào bị 404",uncertain,False
M86664,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:11,,False,0,16,Mình chạy ra ntn,uncertain,False
M90708,K4-L2-3,channel_02,D9148,False,message,2026-09-13 23:11,,False,0,53,https://github.com/AI20K-Build-Phase-Cohort-4A/P-004/,uncertain,False
M50652,K4-L2-3,channel_02,D9617,False,reply,2026-09-13 23:12,M18746,False,0,54,[HV] bảo bạn kiểm tra lời mời xem có bị miss không nhé,uncertain,False
M39872,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:13,,False,0,113,"Bạn chạy lần lượt từng lệnh nhé
sudo usermod -aG docker $USER

newgrp docker

docker version

docker compose pull",uncertain,False
M17149,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:14,,False,0,16,Vẫn ra vậy bạn ạ,uncertain,False
M21374,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:15,,False,0,21,phải install đúng ko?,uncertain,True
M95672,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:17,,False,0,22,Vẫn không kết nối được,uncertain,False
M94307,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:18,,False,0,78,"Bạn chạy thử
sudo apt update && sudo apt install -y coreutils util-linux-extra",uncertain,False
M50282,K4-L2-3,channel_02,D9148,False,reply,2026-09-13 23:23,M50652,False,0,8,được r ạ,uncertain,False
M54305,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:23,,False,0,91,"Bạn chạy thử lại lần lượt 3 lệnh này nhé
newgrp docker

docker version

docker compose pull",uncertain,False
M99126,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:23,,False,0,41,"Có vẻ được đấy bạn, ra client, server rồi",uncertain,False
M63361,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:24,,False,0,42,Bạn tiếp tục theo hướng dẫn trong file nha,uncertain,False
M97172,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:27,,False,1,58,Mình gõ tiếp khối lệnh sau trong cửa sổ đó đúng không bạn?,uncertain,True
M65681,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:29,,False,0,60,"Bạn vừa pull thành công rồi
Giờ bạn chạy nốt lệnh thứ 4 thoi",uncertain,False
M72648,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:34,,False,0,26,Cái OPA này nó hơi chậm tý,uncertain,False
M76725,K4-L2-3,channel_08,D2012,False,message,2026-09-13 23:34,,False,0,51,Bạn chờ 1-2p rồi chạy lại lệnh health check thử nhé,uncertain,False
M90204,K4-L2-3,channel_08,D5159,False,message,2026-09-13 23:39,,False,0,68,Mình đã chạy ổn và tạo được tài khoản rồi bạn nhé. Cảm ơn bạn nhiều!,greeting,False
M56157,K4-L3-4,channel_10,D3108,False,message,2026-09-12 06:57,,True,0,61,[@BOT] mình hôm khai giảng chưa nhận thẻ học viên thì làm sao,uncertain,False
M43912,K4-L3-4,channel_10,D7235,False,message,2026-09-12 07:02,,True,0,82,[@BOT]  chương trình học ở mỗi lớp học giống nhau hay khác nhau trong cùng 1 level,logistics,False
M89035,K4-L3-4,channel_10,D2838,False,message,2026-09-12 07:29,,True,0,79,"[@BOT]  Bài lab1 tôi clone code, không fork thì bị tính là fail rồi đúng không?",academic,True
M13974,K4-L3-4,channel_10,D3828,False,message,2026-09-12 07:30,,True,0,76,[@BOT]  cho  mình hỏi việc mình được điểm danh hay chưa có thể check ở đâu ạ,logistics,False
M63736,K4-L3-4,channel_11,D3694,False,reply,2026-09-12 07:35,,False,0,8,[@D7688],uncertain,False
M36047,K4-L3-4,channel_11,D7688,False,reply,2026-09-12 07:36,,False,0,97,mấy hôm đầu tụi mình sẽ nới dl để cho các bạn làm quen với chương trình nên không sao đâu [HV] nè,uncertain,False
M03948,K4-L3-4,channel_10,D1431,False,message,2026-09-12 07:38,,False,0,70,khi tôi commit tại sao ko thấy lịch sử bên activity ở kênh discord này,logistics;academic;mixed,False
M79611,K4-L3-4,channel_10,D1431,False,message,2026-09-12 07:39,,True,0,77,[@BOT] khi tôi commit tại sao ko thấy lịch sử bên activity ở kênh discord này,logistics;academic;mixed,False
M01578,K4-L3-4,channel_10,D1431,False,message,2026-09-12 07:41,,True,0,49,[@BOT] main là link github của project của nhóm à,logistics,False
M55571,K4-L3-4,channel_11,D5195,False,message,2026-09-12 08:16,,False,1,73,em có test thử nộp daily thì nó hiện như vậy là bình thường hay có lỗi ạa,academic,False
M99906,K4-L3-4,channel_10,D1719,False,message,2026-09-12 08:16,,True,0,58,[@BOT] thẻ học viên không vào được trường thì phải làm sao,uncertain,False
M22827,K4-L3-4,channel_11,D9617,False,reply,2026-09-12 08:28,M55571,False,0,72,"Bình thường nhé [HV], ngày bắt đầu ghi nhận XP daily standup là 14/9 nhé",logistics,False
M03966,K4-L3-4,channel_11,D4704,False,message,2026-09-12 08:51,,False,0,182,Các anh chị cho em hỏi là thẻ học viên của em lúc vào trường thì bác bảo vệ bảo là chưa được kích hoạt và phải đi lối khác ạ. Anh chị cho em hỏi là như thế thì có vấn đề gì không ạ ?,uncertain,True
M07726,K4-L3-4,channel_10,D7235,False,message,2026-09-12 08:54,,True,0,43,[@BOT] có tổng cộng bao nhiêu lớp level 3-4,logistics,False
M09090,K4-L3-4,channel_10,D7235,False,message,2026-09-12 08:58,,True,0,62,"[@BOT] có tổng bao nhiêu lớp học trong khóa 4 ví dụ c401, d301",logistics,False
M19079,K4-L3-4,channel_10,D9608,False,message,2026-09-12 09:00,,True,0,57,[@BOT] Record của những buổi workshop tối được lưu ở đâu?,logistics,True
M67840,K4-L3-4,channel_10,D3877,False,message,2026-09-12 09:03,,True,0,34,[@BOT] kiểm tra điểm danh trên lớp,logistics,False
M63973,K4-L3-4,channel_11,D6329,False,reply,2026-09-12 09:19,M03966,False,0,57,Bạn trao đổi vấn đề này lại với anh [HV] trên outlook nhé,greeting,False
M03493,K4-L3-4,channel_11,D8542,False,message,2026-09-12 09:28,,False,0,66,code101: https://github.com/tom-e666/VinUni_Codelab_Day02_Template,academic,False
M35505,K4-L3-4,channel_10,D8379,False,message,2026-09-12 11:30,,True,0,38,[@BOT] giới thiệu tôi về daily standup,logistics,False
M87016,K4-L3-4,channel_10,D8379,False,message,2026-09-12 11:31,,True,0,57,[@BOT] xem danh sách đầy đủ tất cả các lệnh gọi bạn ở đâu,logistics,False
M48268,K4-L3-4,channel_11,D8609,False,message,2026-09-12 11:34,,False,0,475,"📢 Mọi người ơi, cho mình xin 1 phút làm khảo sát với!

Nhóm mình đang khảo sát về thói quen lựa chọn đồ ăn và muốn biết mọi người thường mất bao lâu để quyết định ăn gì, cũng như những khó khăn khi lựa chọn món.

Survey chỉ có 5 câu, làm khoảng 1 phút thôi. Mọi người làm giúp mình và trả lời đúng với trải nghiệm thực tế nhé 🙏

👉 Rất mong mọi người hỗ trợ để nhóm mình có dữ liệu đánh giá bài toán. Cảm ơn mọi người nhiều! ❤️
https://presenter.ahaslides.com/survey/s/yv2msnb",logistics,False
M99806,K4-L3-4,channel_11,D9499,False,message,2026-09-12 11:36,,False,0,7,[@user],uncertain,False
M84993,K4-L3-4,channel_10,D8411,False,message,2026-09-12 12:51,,True,0,42,[@BOT] check xem t đã nộp bài codelab chưa,logistics;academic;mixed,False
M24585,K4-L3-4,channel_10,D8119,False,message,2026-09-12 13:33,,True,0,8,[@BOT] 1,uncertain,False
M30801,K4-L3-4,channel_10,D8119,False,message,2026-09-12 13:33,,False,0,1,1,uncertain,False
M78985,K4-L3-4,channel_10,D3738,False,message,2026-09-12 13:33,,True,0,62,[@BOT] muốn đăng kí phương tiện di chuyển khác thì làm thế nào,uncertain,False
M94466,K4-L3-4,channel_10,D8119,False,message,2026-09-12 13:33,,True,0,45,[@BOT] hôm qua ngồi  nhầm phòng lab có sao ko,academic,False
M19767,K4-L3-4,channel_11,D6329,False,message,2026-09-12 13:42,,False,0,40,C401 ca sáng bạn nào mất thì qua lấy nhá,uncertain,False
M47349,K4-L3-4,channel_11,D6329,False,message,2026-09-12 13:42,,False,0,22,[HV] thì 1 thùng sting,uncertain,False
M89324,K4-L3-4,channel_11,D6329,False,message,2026-09-12 13:42,,False,0,20,Nữ thì đang suy nghĩ,uncertain,False
M77476,K4-L3-4,channel_10,D5243,False,message,2026-09-12 13:59,,True,0,40,[@BOT] xem bảng xếp hạng điểm XP kiểu gì,logistics,False
M11631,K4-L3-4,channel_10,D1431,False,message,2026-09-12 14:05,,True,0,102,[@BOT] Sử dụng gmail đăng ký khóa học với gmail github để đăng nhập phoenix khác nhau có làm sao không,uncertain,False
